Ano	Gleba	broca	grupo_infestacao	amb_prod	variedade	vinhaca	solo	tch	fazenda	data_plantio	data_avaliacao	chuva	tmed	ur	etp	rad
2012	2057	2.06	ALTO	A	RB855156	0	LR.1	102.53	MODELO	01/09/2011	03/06/2012	1312.4	23.0965704	69.7032491	1113.3	5481.84
2012	2053	2.03	ALTO	D	RB855156	0	LVA.5	95.76	MODELO	04/11/2011	03/06/2012	1080.4	23.22610329	72.89539906	839.91	4194.3
2012	2206	2.03	ALTO	A	RB855453	0	LR.1	115.78	MODELO	09/11/2011	13/07/2012	1220.7	22.57052419	73.70314516	898.21	4580.16
2012	2059	1.99	ALTO	D	CTC7	0	LVA.5	95.78	MODELO	27/06/2011	03/06/2012	1342.4	22.5625656	67.9925656	1293.85	6448.77
2012	2220	1.98	ALTO	D	CTC9	0	LVA.8	93.21	MODELO	27/06/2011	25/05/2012	1327.7	22.62348802	67.66523952	1274.45	6327.93
2012	2204	1.79	ALTO	D	CTC14	0	LVE.5	78.55	MODELO	27/07/2011	26/09/2012	1592.1	22.19724299	67.25878505	1564.27	7870.21
2012	2054	1.62	ALTO	B	SP81-3250	0	LR.2	102.46	MODELO	31/07/2011	03/06/2012	1342.4	22.91799353	68.46359223	1213.42	5975.82
2012	2229	1.36	Medio	D	CTC9	0	LVA.5	72.82	MODELO	17/05/2011	29/05/2012	1369.7	22.113219	67.93060686	1376.01	6977.05
2012	2217	1.1	Medio	D	RB867515	0	LVA.5	79.33	MODELO	19/06/2011	10/11/2012	1794.5	22.18624266	66.591409	1862.91	9363.47
2012	1818	5.25	MUITOALTO	B	RB855156	78.4	LVE.2	92.74	SÃO BENTO	05/09/2011	04/05/2012	931	24.15323045	69.38382716	1042.3	4985.62
2012	1156	4.66	MUITOALTO	A	RB855156	450.4	LR.1	112.1	SÃO BENTO	24/09/2011	04/05/2012	921	24.23484375	71.02665179	959.11	4611.21
2012	1155	4.18	MUITOALTO	B	RB855156	2739	LR.2	112.2	SÃO BENTO	24/09/2011	04/05/2012	921	24.23484375	71.02665179	959.11	4611.21
2012	1961	3.37	MUITOALTO	A	CTC9	891.1	LR.1	84.48	SÃO BENTO	15/08/2011	04/05/2012	934.7	24.00047348	68.16776515	1117.3	5338.68
2012	1942	3.28	MUITOALTO	A	CTC9	330.4	LR.1	89.94	SÃO BENTO	17/10/2011	04/05/2012	782.9	24.17574627	72.03248756	863.41	4185.39
2012	1955	3.01	MUITOALTO	C	SP89-1115	179.9	LVE.3	92.47	SÃO BENTO	12/08/2011	17/09/2012	1141.8	22.72207196	67.38282878	1515.84	7455.85
2012	1952	3	MUITOALTO	B	CTC9	793.8	LR.2	84.85	SÃO BENTO	17/10/2011	04/05/2012	782.9	24.17574627	72.03248756	863.41	4185.39
2012	1824	2.98	MUITOALTO	A	CTC7	2214	LVE.1	158.8	SÃO BENTO	05/09/2011	28/09/2012	1211.2	22.712	68.237	1470.76	7228.81
2012	1879	2.94	MUITOALTO	D	SP87-365	1655.5	LVA.5	104.83	SÃO BENTO	11/11/2011	08/08/2012	970.8	22.63556985	72.92779412	972.95	4941.13
2012	1811	2.93	MUITOALTO	A	CTC20	0	TRE.1	104.67	SÃO BENTO	05/08/2011	06/09/2012	1141.8	22.6372807	67.79260652	1488.57	7353.67
2012	1960	2.93	MUITOALTO	E	RB925345	0	LI	105.21	SÃO BENTO	19/10/2011	14/09/2012	990	22.56489458	69.85864458	1228.96	6146.94
2012	1869	2.92	MUITOALTO	D	SP80-1842	338.8	LVA.5	93.7	SÃO BENTO	11/11/2011	18/07/2012	970.8	22.87320717	73.90011952	912.11	4603.74
2012	1870	2.89	MUITOALTO	B	SP87-365	0	LVE.2	105.61	SÃO BENTO	07/06/2011	19/07/2012	1186.1	22.36781174	68.93134474	1456.08	7296.75
2012	1837	2.86	MUITOALTO	A	SP80-1842	296.8	LVU.1	93.69	SÃO BENTO	05/08/2011	18/07/2012	1141.8	22.93073066	69.47581662	1313.46	6478.33
2012	1939	2.86	MUITOALTO	A	CTC4	817.6	LR.1	101.55	SÃO BENTO	17/10/2011	17/09/2012	990	22.59529674	69.68181009	1252.28	6250.34
2012	1884	2.84	MUITOALTO	D	SP87-365	0	LVA.5	105.2	SÃO BENTO	05/08/2011	09/08/2012	1141.8	22.74455526	68.97557951	1377.51	6833.24
2012	1872	2.82	MUITOALTO	D	SP87-365	0	LVA.5	75.58	SÃO BENTO	07/06/2011	19/07/2012	1186.1	22.36781174	68.93134474	1456.08	7296.75
2012	1876	2.8	MUITOALTO	D	SP87-365	0	LVA.5	80.53	SÃO BENTO	07/06/2011	19/07/2012	1186.1	22.36781174	68.93134474	1456.08	7296.75
2012	1780	2.78	MUITOALTO	B	CT96-1226	0	LR.2	127.94	SÃO BENTO	24/04/2011	03/09/2012	1202.2	21.99436874	67.84683367	1727.99	8751.15
2012	1790	2.78	MUITOALTO	A	CTC20	0	LR.1	121.31	SÃO BENTO	05/10/2011	01/09/2012	1114.7	22.59785285	70.77333333	1226.58	6131.17
2012	1953	2.78	MUITOALTO	C	CTC4	0	LR.3	98.98	SÃO BENTO	12/08/2011	17/09/2012	1141.8	22.72207196	67.38282878	1515.84	7455.85
2012	1791	2.75	MUITOALTO	A	CTC7	0	LVE.1	126.65	SÃO BENTO	05/08/2011	01/09/2012	1141.8	22.63139594	68.02725888	1466.94	7254.64
2012	1951	2.67	MUITOALTO	B	RB855156	240.1	LR.2	90.45	SÃO BENTO	17/10/2011	04/05/2012	782.9	24.17574627	72.03248756	863.41	4185.39
2012	1947	2.64	MUITOALTO	A	CTC4	0	LR.1	112.89	SÃO BENTO	26/12/2011	14/09/2012	708.1	22.22719697	70.19030303	902.67	4578.87
2012	1786	2.63	MUITOALTO	B	SP91-1049	0	LR.2	81.76	SÃO BENTO	30/09/2011	13/07/2012	1115.1	23.11715278	72.55704861	1085.24	5389.89
2012	1956	2.62	ALTO	A	RB925345	0	LR.1	99.82	SÃO BENTO	08/10/2011	14/09/2012	1114.7	22.62876093	70.03411079	1267.86	6319.26
2012	1782	2.61	ALTO	A	RB855156	0	LR.1	81.53	SÃO BENTO	29/04/2011	28/04/2012	947.3	22.7970765	67.46877049	1374.03	6821.71
2012	1875	2.6	ALTO	B	SP87-365	346.5	LVA.2	88.59	SÃO BENTO	07/06/2011	18/07/2012	1186.1	22.3933701	68.91205882	1454.03	7279.97
2012	1159	2.56	ALTO	B	RB855156	315.899	LVE.2	142.78	SÃO BENTO	30/09/2011	31/07/2012	1128.1	22.85303922	72.14794118	1131.63	5660.94
2012	1873	2.52	ALTO	A	SP87-365	1112.3	LVE.1	105.61	SÃO BENTO	05/08/2011	19/07/2012	1141.8	22.89932857	69.49674286	1315.51	6495.11
2012	1784	2.37	ALTO	B	SP91-1049	0	LVE.2	88.77	SÃO BENTO	07/10/2011	13/07/2012	1101.7	23.07469751	72.99911032	1053.4	5247.1
2012	1925	2.37	ALTO	D	SP87-365	0	LVA.5	94.78	SÃO BENTO	06/04/2011	14/09/2012	1260.6	22.09517045	67.65244318	1838.6	9311.69
2012	1868	2.34	ALTO	B	SP80-1842	581	LVA.2	93.79	SÃO BENTO	11/11/2011	18/07/2012	970.8	22.87320717	73.90011952	912.11	4603.74
2012	1905	2.19	ALTO	B	SP87-365	786.1	LVE.2	87.69	SÃO BENTO	05/08/2011	18/09/2012	1141.8	22.70942822	67.20961071	1542.04	7588.45
2012	1881	2.14	ALTO	D	SP87-365	513.8	LVA.5	112.63	SÃO BENTO	17/08/2011	08/08/2012	1141.8	22.78354749	69.45002793	1335.35	6615.65
2012	1918	2.13	ALTO	B	CTC2	0	LVE.2	80.77	SÃO BENTO	06/04/2011	04/10/2012	1333.7	22.11807482	67.33465328	1923.03	9692.99
2012	1794	2.08	ALTO	B	RB855453	0	LR.2	116.36	SÃO BENTO	05/08/2011	28/07/2012	1141.8	22.8385376	69.27668524	1340.11	6635.76
2012	1785	1.98	ALTO	B	SP91-1049	0	LVE.2	81.98	SÃO BENTO	07/10/2011	13/07/2012	1101.7	23.07469751	72.99911032	1053.4	5247.1
2012	1812	1.97	ALTO	A	SP80-3280	0	TRE.4	77.6	SÃO BENTO	05/08/2011	06/09/2012	1141.8	22.6372807	67.79260652	1488.57	7353.67
2012	1801	1.89	ALTO	A	RB925345	0	TRE.4	96.8	SÃO BENTO	05/08/2011	04/09/2012	1141.8	22.63211587	67.87599496	1480.02	7313.01
2012	1889	1.86	ALTO	B	CTC4	259	LVA.2	98.23	SÃO BENTO	07/06/2011	28/09/2012	1259.2	22.23663542	67.0744375	1717.17	8548.48
2012	1821	1.85	ALTO	A	RB935744	1269.062	LVE.1	108.87	SÃO BENTO	05/09/2011	28/09/2012	1211.2	22.712	68.237	1470.76	7228.81
2012	1781	1.71	ALTO	A	RB855453	0	LR.1	114.99	SÃO BENTO	29/04/2011	01/09/2012	1195.4	21.98958333	67.84319106	1707.82	8657.35
2012	1891	1.41	Medio	A	CTC4	327.6	LVE.1	98.17	SÃO BENTO	07/06/2011	28/09/2012	1259.2	22.23663542	67.0744375	1717.17	8548.48
2012	1922	1.36	Medio	D	CTC2	0	LVE.6	77.56	SÃO BENTO	12/08/2011	04/10/2012	1214.9	22.69686905	67.10738095	1586	7776.64
2012	1902	1.34	Medio	D	CTC4	660.8	LVA.5	108.61	SÃO BENTO	17/02/2011	04/09/2012	1664.9	22.26068021	69.18660777	1954.4	9879.99
2012	1887	1.17	Medio	D	CTC4	228.9	LVA.5	130.56	SÃO BENTO	07/06/2011	09/09/2012	1186.1	22.20606291	67.36049892	1641.65	8215.76
2012	1908	0.7	Medio	B	SP87-365	1180.2	LVE.2	108.85	SÃO BENTO	06/04/2011	18/09/2012	1260.6	22.1275	67.50746241	1857.9	9392.05
2012	1157	0.63	Medio	B	CTC7	5010	LVE.2	118.64	SÃO BENTO	24/09/2011	05/08/2012	1128.1	22.82556782	71.6018612	1175.27	5871.84
2012	1909	0.61	Medio	D	SP87-365	1255.1	LVA.5	108.82	SÃO BENTO	06/04/2011	18/09/2012	1260.6	22.1275	67.50746241	1857.9	9392.05
2012	1933	0.51	Baixo	B	SP91-1049	0	GX	72.17	SÃO BENTO	23/04/2011	05/08/2012	1202.2	22.07267516	68.77906582	1620.53	8242.82
2012	1907	0.46	Baixo	D	SP87-365	951.3	LVA.5	86.56	SÃO BENTO	23/04/2011	20/09/2012	1208.4	22.09232108	67.28680851	1806.03	9095.38
2012	1934	0.42	Baixo	B	RB966928	0	GX	32.61	SÃO BENTO	20/05/2011	06/08/2012	1186.1	22.1314382	68.47651685	1551.47	7851.7
2012	1906	0.4	Baixo	B	CTC2	997.5	LVE.2	81.91	SÃO BENTO	09/11/2011	18/09/2012	970.8	22.60765079	69.97892063	1151.41	5766.73
2012	1158	0.39	Baixo	B	RB966928	0	LVE.2	122.18	SÃO BENTO	30/09/2011	10/08/2012	1128.1	22.7559019	71.7396519	1163.12	5829.59
2013	3315	5.02	MUITOALTO	B	RB855156	0	LVE.2	84.86	APARECIDA	01/06/2012	31/08/2013	1518.7	22.28960613	68.39512035	1565.26	7573.29
2013	3095	4.68	MUITOALTO	A	SP89-1115	96.6	LR.1	78.6	APARECIDA	18/09/2012	13/09/2013	1350.2	22.84207756	69.34379501	1298.79	6105.45
2013	3181	3.7	MUITOALTO	B	SP91-1049	0	LR.2	74.21	APARECIDA	17/10/2012	25/07/2013	1253.7	23.3747695	72.87953901	997.47	4717.41
2013	3271	3.42	MUITOALTO	D	SP91-1049	0	LVE.6	59.38	APARECIDA	17/10/2012	25/07/2013	1253.7	23.3747695	72.87953901	997.47	4717.41
2013	3308	3.34	MUITOALTO	A	SP91-1049	0	TRE.4	84.81	APARECIDA	09/08/2012	26/09/2013	1381.7	22.80861111	67.23528986	1513.57	7088.6
2013	3077	3	MUITOALTO	B	RB855156	783.2	LR.2	129.98	APARECIDA	17/05/2012	20/05/2013	1343.5	22.96052846	68.65785908	1331.76	6420.31
2013	3151	2.74	MUITOALTO	A	RB855453	0	LR.1	75.72	APARECIDA	18/06/2012	08/06/2013	1422.5	23.08009831	68.43662921	1300.4	6204.43
2013	3150	2.68	MUITOALTO	B	RB855156	599.9	LVA.2	101.69	APARECIDA	21/05/2012	11/06/2013	1471.2	22.82427649	69.16643411	1365.75	6590.05
2013	3272	2.62	ALTO	B	RB855156	688.8	LR.2	136.75	APARECIDA	25/05/2012	09/06/2013	1469.6	22.87963255	69.14619423	1351.64	6510.2
2013	3164	2.6	ALTO	A	RB855156	14.7	LR.1	65.05	APARECIDA	19/11/2012	10/05/2013	955.3	24.44786127	73.92127168	673.97	3150.53
2013	3306	2.59	ALTO	B	RB855156	1532.3	LR.2	120.56	APARECIDA	21/05/2012	09/06/2013	1471.2	22.83487013	69.15587013	1360.99	6565.84
2013	3012	2.58	ALTO	B	CTC2	0	LR.2	194.8	APARECIDA	10/04/2012	03/04/2013	1460.2	22.98097493	68.99200557	1294.2	6221.94
2013	3191	2.54	ALTO	D	RB855156	1375.5	LVE.5	113.93	APARECIDA	25/05/2012	09/06/2013	1469.6	22.87963255	69.14619423	1351.64	6510.2
2013	1756	2.49	ALTO	B	RB966928	0	LR.2	113	APARECIDA	13/09/2012	20/07/2013	1326.8	23.49889068	71.05713826	1134.3	5320.27
2013	3152	2.38	ALTO	B	DIVERSAS	227.5	LR.2	76.39	APARECIDA	29/05/2012	08/06/2013	1465.4	22.91355053	69.02537234	1340.8	6447.94
2013	3091	2.35	ALTO	A	VIV.EXP.	614.6	LR.1	92.65	APARECIDA	07/05/2012	04/06/2013	1542.5	22.73546954	69.30192893	1381.3	6681.55
2013	3079	2.16	ALTO	A	RB855156	0	LVU.1	134.73	APARECIDA	17/05/2012	20/05/2013	1343.5	22.96052846	68.65785908	1331.76	6420.31
2013	3006	1.98	ALTO	D	RB855156	0	LVE.8	133.88	APARECIDA	24/03/2012	12/04/2013	1512.3	23.06266234	69.34844156	1381.9	6650.08
2013	3339	1.95	ALTO	B	RB965902	0	LR.2	118.36	APARECIDA	22/11/2012	16/08/2013	1091.1	22.70184701	72.54809701	901.71	4339.5
2013	3133	1.83	ALTO	D	CTC2	0	LVA.8	117.02	APARECIDA	14/12/2012	29/04/2013	773.6	24.41208029	75.9810219	519.68	2423.1
2013	3010	1.71	ALTO	B	SP80-1816	0	LR.2	129.74	APARECIDA	06/12/2012	03/04/2013	772.8	25.1989916	76.02537815	482.48	2199.04
2013	3162	1.51	ALTO	A	CTC2	0	LR.1	128.09	APARECIDA	04/11/2012	08/11/2013	1537.2	22.64856757	69.98605405	1322.92	6195.34
2013	3076	1.27	Medio	D	CTC2	0	LVA.5	100.45	APARECIDA	23/10/2012	22/04/2013	1071.4	24.9832967	73.7689011	741.57	3392.11
2013	2137	5.49	MUITOALTO	B	SP90-1638	0	LR.2	84.48	BARREIRO	22/08/2012	08/11/2013	1676.3	22.87757883	67.68094595	1642.84	7632.24
2013	1970	4.8	MUITOALTO	B	RB855453	892.5	LVU.2	113.04	BARREIRO	12/07/2012	05/08/2013	1380.8	22.78041026	68.36653846	1389.85	6647.46
2013	2109	4.5	MUITOALTO	A	SP91-1049	1635.2	LVU.1	84.84	BARREIRO	01/09/2012	16/08/2013	1347.8	23.10061429	69.45005714	1262.1	5948.92
2013	3005	4.01	MUITOALTO	D	SP87-365	0	LVE.6	63.54	BARREIRO	02/11/2012	05/10/2013	1371.1	22.60745562	70.47127219	1178.7	5562.15
2013	2456	3.97	MUITOALTO	B	SP81-3250	0	LVE.2	72.54	BARREIRO	06/08/2012	05/10/2013	1510.2	22.76080986	67.33368545	1550.96	7260.58
2013	2446	3.4	MUITOALTO	B	RB966928	0	LVE.2	133.78	BARREIRO	08/02/2012	19/07/2013	1801.3	22.7255303	69.89753788	1818.97	8868.95
2013	2417	3.18	MUITOALTO	B	RB855156	412.8	LR.2	111.26	BARREIRO	06/05/2012	06/04/2013	1383.6	23.05333333	68.78714286	1225.86	5867.95
2013	2454	3.12	MUITOALTO	D	RB966928	0	LVE.5	88.4	BARREIRO	06/08/2012	07/10/2013	1510.2	22.75130841	67.30446262	1560.71	7307.76
2013	2546	3.08	MUITOALTO	B	RB855156	0	LVE.2	70.89	BARREIRO	05/11/2012	05/10/2013	1371.1	22.58873134	70.42164179	1166.86	5506.95
2013	1971	3.05	MUITOALTO	A	CTC7	2111.9	LR.1	102.59	BARREIRO	12/07/2012	14/08/2013	1380.8	22.72095238	68.12260652	1419.03	6777.93
2013	1907	2.92	MUITOALTO	A	CTC20	5318.744	LVU.1	136.64	BARREIRO	14/05/2012	09/10/2013	1697.1	22.15868677	68.14667315	1757.95	8468.56
2013	2261	2.87	MUITOALTO	A	RB855453	0	LR.1	77.79	BARREIRO	05/07/2012	02/05/2013	1200.7	23.63637417	67.62854305	1176.98	5530.21
2013	1946	2.77	MUITOALTO	B	RB855156	485.6	LR.2	110.61	BARREIRO	07/05/2012	03/04/2013	1357.5	23.05712349	68.6513253	1216.58	5823.72
2013	2052	2.71	MUITOALTO	A	RB855156	855.2	LVU.1	91.02	BARREIRO	31/05/2012	17/05/2013	1337.7	23.11265625	68.43951705	1290.96	6180.58
2013	2500	2.7	MUITOALTO	B	SP81-3250	0	LVE.2	64.38	BARREIRO	06/08/2012	05/10/2013	1510.2	22.76080986	67.33368545	1550.96	7260.58
2013	1790	2.69	MUITOALTO	A	RB855156	56	LR.1	100.5	BARREIRO	25/05/2012	06/05/2013	1341.9	23.16266571	68.77674352	1272.68	6092.97
2013	1811	2.68	MUITOALTO	A	RB855156	257.6	LVU.1	103.74	BARREIRO	25/05/2012	06/05/2013	1341.9	23.16266571	68.77674352	1272.68	6092.97
2013	2005	2.64	MUITOALTO	A	RB855156	113.6	LR.1	89.46	BARREIRO	29/05/2012	02/05/2013	1337.7	23.19974926	68.68182891	1252.45	5982.84
2013	1824	2.61	ALTO	B	RB855156	618.8	LVU.2	92.83	BARREIRO	25/05/2012	06/05/2013	1341.9	23.16266571	68.77674352	1272.68	6092.97
2013	2049	2.58	ALTO	B	CTC7	2284.1	LR.2	135.27	BARREIRO	04/08/2012	14/10/2013	1510.2	22.72275744	67.11974828	1598.7	7479.04
2013	1947	2.53	ALTO	A	RB855156	0	LVU.1	110.55	BARREIRO	07/05/2012	03/04/2013	1357.5	23.05712349	68.6513253	1216.58	5823.72
2013	1827	2.49	ALTO	B	CTC13	0	LVU.2	116.37	BARREIRO	31/05/2012	07/05/2013	1337.7	23.19042398	68.59649123	1262.43	6031.74
2013	1922	2.33	ALTO	A	SP89-1115	0	TRE.1	80.3	BARREIRO	31/05/2012	26/08/2013	1518.7	22.34303532	68.54483444	1549.89	7502.67
2013	1829	2.32	ALTO	B	CTC13	348	LVU.2	86.8	BARREIRO	25/05/2012	18/05/2013	1341.9	23.06759053	68.61545961	1306.83	6272.98
2013	2338	2.27	ALTO	A	CTC4	0	LVE.1	88.74	BARREIRO	19/06/2012	01/12/2013	1887.1	22.53992467	67.43775895	1922.17	9067.79
2013	1785	2.21	ALTO	B	RB855156	0	LR.2	87.46	BARREIRO	25/05/2012	06/05/2013	1341.9	23.16266571	68.77674352	1272.68	6092.97
2013	2086	2.18	ALTO	A	SP91-1049	0	TRE.4	88.5	BARREIRO	22/05/2012	21/05/2013	1343.5	23.02579452	68.64909589	1321	6350.05
2013	1812	2.17	ALTO	A	RB965902	0	LR.1	131.06	BARREIRO	25/05/2012	06/05/2013	1341.9	23.16266571	68.77674352	1272.68	6092.97
2013	1942	1.89	ALTO	A	DIVERSAS	0	TRE.4	85.93	BARREIRO	24/05/2012	08/08/2013	1523.6	22.41489819	69.11744344	1503.39	7309.85
2013	2279	1.86	ALTO	A	RB966928	0	LR.1	106.65	BARREIRO	12/07/2012	03/05/2013	1200.7	23.74646959	67.62337838	1163.48	5445.86
2013	2408	1.81	ALTO	E	CTC9	0	LVE.11	83.22	BARREIRO	28/05/2012	27/05/2013	1360.6	23.0310137	68.66994521	1320.2	6334.39
2013	1939	1.8	ALTO	A	SP89-1115	0	TRE.4	91.89	BARREIRO	25/05/2012	08/08/2013	1522	22.42160998	69.11145125	1501.3	7299.4
2013	2414	1.65	ALTO	A	CT97-3257	0	LR.1	87.69	BARREIRO	03/09/2012	15/07/2013	1322.4	23.57007911	70.33341772	1163.39	5450.38
2013	2339	1.62	ALTO	A	CTC22	0	LR.1	92.08	BARREIRO	26/06/2012	22/10/2013	1559.9	22.4357438	67.05708678	1728.06	8201.52
2013	1902	1.58	ALTO	A	RB855156	647.5	LVE.1	98.41	BARREIRO	31/05/2012	06/05/2013	1337.7	23.20571848	68.60571848	1259.52	6013.64
2013	3003	1.46	Medio	D	SP87-365	0	LVE.6	62.04	BARREIRO	29/10/2012	05/10/2013	1382.6	22.6774269	70.29423977	1200.33	5652.93
2013	2516	1.39	Medio	B	SP81-3250	0	LVE.2	72.11	BARREIRO	05/11/2012	05/10/2013	1371.1	22.58873134	70.42164179	1166.86	5506.95
2013	1933	1.35	Medio	A	CTC7	0	LVU.1	81.67	BARREIRO	11/08/2012	23/10/2013	1526.9	22.79582005	67.30002278	1613.75	7519.86
2013	1786	1.29	Medio	A	RB855453	0	TRE.1	78.64	BARREIRO	03/05/2012	25/04/2013	1414.8	22.95351955	69.02913408	1292.95	6220.68
2013	2455	1.19	Medio	B	SP81-3250	0	LVE.2	69.78	BARREIRO	06/08/2012	05/10/2013	1510.2	22.76080986	67.33368545	1550.96	7260.58
2013	2340	1.1	Medio	A	CTC4	0	LR.1	118.75	BARREIRO	26/06/2012	22/10/2013	1559.9	22.4357438	67.05708678	1728.06	8201.52
2013	3004	0.98	Medio	D	RB867515	0	LVE.6	57.59	BARREIRO	29/10/2012	05/10/2013	1382.6	22.6774269	70.29423977	1200.33	5652.93
2013	2104	0.96	Medio	D	RB966928	0	LVA.9	92.17	BARREIRO	05/11/2012	31/05/2013	1131.2	24.03228365	73.55629808	782.64	3663.33
2013	1918	0.95	Medio	A	SP89-1115	0	TRE.4	71.26	BARREIRO	31/05/2012	23/04/2013	1337.7	23.26573171	68.71417683	1219.79	5801.57
2013	2202	0.86	Medio	D	CTC9	0	LVA.8	115.95	BARREIRO	28/05/2012	27/05/2013	1360.6	23.0310137	68.66994521	1320.2	6334.39
2013	1934	0.79	Medio	A	RB855156	0	LVU.1	66.01	BARREIRO	04/06/2012	21/07/2013	1496.8	22.67244552	69.17898305	1429.95	6905.54
2013	2138	0.79	Medio	E	CTC9	0	AQ.2	81.68	BARREIRO	28/05/2012	27/05/2013	1360.6	23.0310137	68.66994521	1320.2	6334.39
2013	2560	0.51	Baixo	D	SP81-3250	0	LVA.9	78.57	BARREIRO	14/10/2012	03/10/2013	1416.5	22.82347887	69.91991549	1265.46	5932.02
2013	2219	0.29	Baixo	D	RB855156	0	LVE.5	90.22	BARREIRO	22/08/2012	18/07/2013	1322.4	23.44643505	69.55891239	1218.02	5727.23
2013	1627	7.62	MUITOALTO	A	DIVERSAS	381.6	LR.1	97.16	BARRINHA	14/10/2012	02/12/2013	1392	23.16636145	70.45226506	1584.89	7475.66
2013	1394	6.21	MUITOALTO	A	SP91-1049	0	LR.1	90.37	BARRINHA	14/10/2012	02/12/2013	1392	23.16636145	70.45226506	1584.89	7475.66
2013	1019	5.15	MUITOALTO	A	CTC20	1295.2	LR.1	137.93	BARRINHA	06/11/2012	25/09/2013	1002.9	22.80850309	71.3812037	1162.27	5614.02
2013	1042	4.99	MUITOALTO	B	VIV.EXP.	158.2	LVE.2	86.23	BARRINHA	09/11/2012	18/11/2013	1248.8	22.88418667	70.80490667	1395.38	6648.45
2013	1043	4.96	MUITOALTO	B	CTC20	363.914	LR.2	130.94	BARRINHA	02/05/2012	10/09/2013	1324.5	22.24011066	69.30470825	1724.15	8462.34
2013	1024	4.84	MUITOALTO	B	RB965602	839.3	LR.2	81.68	BARRINHA	09/05/2012	13/09/2013	1324.5	22.27858012	69.21565923	1716.58	8402.01
2013	1640	4.71	MUITOALTO	B	SP80-3280	0	LR.2	94.42	BARRINHA	12/11/2012	11/11/2013	1201.2	22.82786301	70.82284932	1347.41	6437.15
2013	1025	4.64	MUITOALTO	B	VIV.EXP.	0	LR.2	94.68	BARRINHA	05/05/2012	12/09/2013	1324.5	22.26405242	69.2352621	1723.85	8447.36
2013	1040	4.55	MUITOALTO	B	CTC20	412.827	LR.2	131.38	BARRINHA	02/05/2012	10/09/2013	1324.5	22.24011066	69.30470825	1724.15	8462.34
2013	1094	4.31	MUITOALTO	B	SP91-1049	0	LR.2	102.73	BARRINHA	20/08/2012	08/09/2013	1117.4	23.01633766	69.05787013	1437.38	6854.37
2013	1074	4.03	MUITOALTO	B	CTC20	0	LVE.2	102.91	BARRINHA	03/09/2012	31/10/2013	1287.1	23.11254717	68.90516509	1617.84	7621.04
2013	1180	3.89	MUITOALTO	B	RB925345	1313.2	LVE.2	116.3	BARRINHA	30/10/2012	20/11/2013	1276.9	22.9874677	70.62436693	1455.2	6910.94
2013	1393	3.75	MUITOALTO	B	SP91-1049	804	LR.2	129.57	BARRINHA	07/08/2012	10/12/2013	1506.3	23.12329939	68.24594705	1906.6	8942.33
2013	1632	3.67	MUITOALTO	E	SP89-1115	0	LI	68.11	BARRINHA	22/08/2012	14/05/2013	948.9	24.43866541	69.18781955	1112.74	5172.39
2013	1012	3.45	MUITOALTO	A	SP91-1049	271.2	LR.1	108.92	BARRINHA	27/08/2012	07/11/2013	1384.2	23.064121	68.77310502	1668.75	7861.09
2013	1649	3.36	MUITOALTO	A	SP91-1049	0	TRE.1	94.82	BARRINHA	19/08/2012	05/08/2013	1115.2	23.31328125	70.03883523	1320.93	6298
2013	1156	3.24	MUITOALTO	A	SP89-1115	0	LR.1	81.43	BARRINHA	07/11/2012	18/09/2013	1002.9	22.75939873	71.66256329	1124.24	5454.95
2013	1298	2.74	MUITOALTO	A	RB855453	387.8	LR.1	106.06	BARRINHA	10/06/2012	06/06/2013	1148.7	23.17843923	69.26535912	1357.28	6515.43
2013	1600	2.74	MUITOALTO	A	RB855156	1000.8	LR.1	112.54	BARRINHA	18/05/2012	13/07/2013	1224.8	22.75062796	70.27194313	1492.46	7280.55
2013	1304	2.61	ALTO	A	VIV.EXP.	0	LR.1	125.21	BARRINHA	13/11/2012	08/12/2013	1304	22.99443734	70.87163683	1472.92	6995.94
2013	1303	2.6	ALTO	A	RB855453	56.7	LR.1	37.41	BARRINHA	20/05/2012	20/05/2013	1097.3	23.16454918	69.35562842	1367.66	6587.48
2013	1268	2.57	ALTO	A	RB925345	1498	LR.1	121.21	BARRINHA	23/08/2012	23/06/2013	1071.1	23.94922951	70.17052459	1196.56	5624.78
2013	1633	2.54	ALTO	E	SP89-1115	0	LI	78.96	BARRINHA	21/08/2012	14/05/2013	948.9	24.42303371	69.09374532	1117.07	5191.86
2013	1265	2.38	ALTO	A	CTC4	465.902	LR.1	128.63	BARRINHA	23/08/2012	23/06/2013	1071.1	23.94922951	70.17052459	1196.56	5624.78
2013	1350	2.37	ALTO	A	SP86-42	0	LR.1	78.65	BARRINHA	27/08/2012	22/10/2013	1278.3	23.02283175	68.80509479	1592.05	7530.27
2013	1653	2.31	ALTO	A	SP81-3250	686	TRE.1	70.17	BARRINHA	11/06/2012	01/11/2013	1385.8	22.55107073	68.16734774	1863.68	8944.1
2013	1232	2.25	ALTO	A	IAC91-2195	456	LR.1	92.48	BARRINHA	04/11/2012	30/11/2013	1319	22.97076531	70.81091837	1473.02	6996.13
2013	1225	2.19	ALTO	A	RB925345	0	TRE.4	91.44	BARRINHA	12/06/2012	08/04/2013	1017.9	23.65598007	68.43564784	1193.83	5625.09
2013	1634	1.97	ALTO	A	SP88-725	0	TRE.1	67.09	BARRINHA	22/08/2012	14/05/2013	948.9	24.43866541	69.18781955	1112.74	5172.39
